evidence_id,snapshot_ref,category,query_id,turn_id,extracted_fields,summary
e627,.observability/snapshots/1778140145829-7f40a4f9-478b-48a4-8afd-9faac1c60dda-messages.tool_result_budget.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,,messages-stage snapshot with tool_result history
e628,.observability/snapshots/1778140145830-530baccb-a83f-4971-81c0-a8d3ac10e1b6-messages.tool_result_budget.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,,messages-stage snapshot with tool_result history
e629,.observability/snapshots/1778140145838-222e0990-1ab8-4e41-9c72-5e3fdff1eeec-messages.history_snip.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,,messages-stage snapshot with tool_result history
e630,.observability/snapshots/1778140145839-7b332c0a-4fff-42c3-82bc-8459efce7d42-messages.history_snip.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,,messages-stage snapshot with tool_result history
e631,.observability/snapshots/1778140145844-183dfd84-0de8-4c02-8ae3-f25e606458b8-messages.microcompact.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,,messages-stage snapshot with tool_result history
e632,.observability/snapshots/1778140145844-7952aec2-d2e7-4d16-9588-c671202cd68d-messages.microcompact.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,,messages-stage snapshot with tool_result history
e633,.observability/snapshots/1778140145850-25154ffc-25fb-4d30-929d-fc4aeb4573fb-messages.context_collapse.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,,messages-stage snapshot with tool_result history
e634,.observability/snapshots/1778140145850-ee7ab615-1076-4f34-b0ac-80d29c63ff07-messages.context_collapse.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,,messages-stage snapshot with tool_result history
e635,.observability/snapshots/1778140145859-1d361b45-7247-417b-9803-c7365f8de700-messages.preprocess.completed-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,,messages-stage snapshot with tool_result history
e636,.observability/snapshots/1778140145860-d874a357-9fc0-4749-b306-86d2a68fb815-messages.preprocess.completed-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,,messages-stage snapshot with tool_result history
e637,.observability/snapshots/1778140145868-9732d159-b240-4a3c-b844-c55db90bdaef-request.json,request,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,provider;querySource;model;systemPrompt;messages;thinkingConfig;toolNames,request
e638,.observability/snapshots/1778140146776-0f8dc17a-52ce-442a-974f-ec9560df2872-state-after.json,,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-11,messages_count;turn_count;transition,snapshot
e639,.observability/snapshots/1778140146776-d3732c9c-9102-4a69-9886-4887023ee19a-state-before.json,,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-11,messages_count;turn_count;transition,snapshot
e640,.observability/snapshots/1778140146780-f18cfb67-92f2-40d7-a600-afcb69816448-state.snapshot.after_turn.json,state_after_turn,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-11,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,after-turn snapshot with state counters / tool aftermath
e641,.observability/snapshots/1778140146784-31bb3851-269f-4b5c-95ac-cde8eef5df44-state.snapshot.before_turn.json,state_before_turn,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e642,.observability/snapshots/1778140146787-6c870f1e-30f5-418f-9fab-d171060ab1ee-messages.compact_boundary.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e643,.observability/snapshots/1778140146790-c0ea6fc3-0545-47fe-b0e2-1cc9ac47b455-messages.compact_boundary.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e644,.observability/snapshots/1778140146798-cbd425f1-e77f-4ea2-80e5-b4d9518f826f-messages.tool_result_budget.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e645,.observability/snapshots/1778140146799-8925839e-c08a-4c4a-9a47-62fb052c4007-messages.tool_result_budget.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e646,.observability/snapshots/1778140146806-3d2feea9-c4a7-432b-9220-0ce066cca6f5-messages.history_snip.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e647,.observability/snapshots/1778140146808-a88df0b8-b7ba-4a08-b3e6-4521011315f4-messages.history_snip.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e648,.observability/snapshots/1778140146815-8634513e-2491-4130-8359-09687a22d6ce-messages.microcompact.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e649,.observability/snapshots/1778140146816-883ffbc5-bad8-493a-8a73-2b32f0894f6c-messages.microcompact.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e650,.observability/snapshots/1778140146823-02dc914c-7b57-4b63-bc81-bcd4c4f6952f-messages.context_collapse.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e651,.observability/snapshots/1778140146824-750b2535-bf2e-4b0b-8706-6e14953f7f6c-messages.context_collapse.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e652,.observability/snapshots/1778140146834-75bbaa1c-c338-4b4e-92b6-5c7f4c812193-messages.preprocess.completed-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e653,.observability/snapshots/1778140146835-31199167-dfa8-4404-8170-b8a41eb138b3-messages.preprocess.completed-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,,messages-stage snapshot with tool_result history
e654,.observability/snapshots/1778140146847-fac93d42-4dc2-4d65-be68-7901892e5ae8-request.json,request,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,provider;querySource;model;systemPrompt;messages;thinkingConfig;toolNames,request
e655,.observability/snapshots/1778140150316-00f77289-5a54-4737-b75b-2b9e2c0ccdfb-response.json,response,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-13,querySource;model;assistantMessages;toolUseBlocks,response snapshot with assistant tool_use blocks
e656,.observability/snapshots/1778140150333-779cde0f-6a86-4476-89b8-788c74b2a3e9-state-before.json,,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-13,messages_count;turn_count;transition,snapshot
e657,.observability/snapshots/1778140150334-6744c191-8159-4601-8e8f-ec88822e0740-state-after.json,,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-13,messages_count;turn_count;transition,snapshot
e658,.observability/snapshots/1778140150337-2cfbceee-a52a-46e1-b94b-12bf7ef2dfae-state.snapshot.after_turn.json,state_after_turn,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-13,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,after-turn snapshot with state counters / tool aftermath
e659,.observability/snapshots/1778140150340-5cc7d7cb-c30a-4f64-baa3-b207f9ca423c-state.snapshot.before_turn.json,state_before_turn,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e660,.observability/snapshots/1778140150342-3a5140a6-4234-4bd0-9a80-967ea4cd9fdf-messages.compact_boundary.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e661,.observability/snapshots/1778140150343-c06ade71-7544-467f-816e-7ff56a61f9b7-messages.compact_boundary.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e662,.observability/snapshots/1778140150349-5b40f83d-8b4b-4f1b-bd0a-2a598d86f267-messages.tool_result_budget.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e663,.observability/snapshots/1778140150349-fb2e489b-2054-4c84-9247-a916cc574d0b-messages.tool_result_budget.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e664,.observability/snapshots/1778140150355-7b49eb8c-5d18-4bf7-82e7-8d68715fdfcb-messages.history_snip.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e665,.observability/snapshots/1778140150355-fc7ad235-75f4-430e-8e34-5d0d18311347-messages.history_snip.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e666,.observability/snapshots/1778140150360-b77f674d-56ff-4070-87ea-a9193c82e243-messages.microcompact.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e667,.observability/snapshots/1778140150361-b3a64a39-1d68-41ed-9544-dc4881fe57d4-messages.microcompact.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e668,.observability/snapshots/1778140150365-4f92c0c8-94e8-4757-a023-d252ba1d54e2-messages.context_collapse.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e669,.observability/snapshots/1778140150366-b98d8c30-2d52-494b-b453-620f8c37a56e-messages.context_collapse.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e670,.observability/snapshots/1778140150376-5cc64f62-6599-4d1c-af8b-c386d74bf443-messages.preprocess.completed-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e671,.observability/snapshots/1778140150377-42b3600c-1f8a-489a-8b89-df4e2a73d1fe-messages.preprocess.completed-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,,messages-stage snapshot with tool_result history
e672,.observability/snapshots/1778140150385-355ba98a-19ec-4ed9-ba96-7665c7d5d16d-request.json,request,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,provider;querySource;model;systemPrompt;messages;thinkingConfig;toolNames,request
e673,.observability/snapshots/1778140158538-95f9a387-af64-4786-a441-61f4acd5134b-response.json,response,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,querySource;model;assistantMessages;toolUseBlocks,response snapshot with assistant tool_use blocks
e674,.observability/snapshots/1778140164734-7971da8d-e141-416b-a034-770a27466a6b-response.json,response,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,querySource;model;assistantMessages;toolUseBlocks,response snapshot with assistant tool_use blocks
e675,.observability/snapshots/1778140213914-68f4eea4-f353-4c2a-9d06-fe8917d7c4ea-response.json,response,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,querySource;model;assistantMessages;toolUseBlocks,response snapshot with assistant tool_use blocks
e676,.observability/snapshots/1778140214494-03c4e146-530d-47aa-baf0-20161acfac00-state-before.json,,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,messages_count;turn_count;transition,snapshot
e677,.observability/snapshots/1778140214494-41d4de52-da02-4963-89ef-e38ea32bfc8d-state-after.json,,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,messages_count;turn_count;transition,snapshot
e678,.observability/snapshots/1778140214498-f8b468f3-19d2-40ba-8474-43a3f35a5571-state.snapshot.after_turn.json,state_after_turn,a88470ae-eb8f-4275-a414-81783f46558f,turn-12,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,after-turn snapshot with state counters / tool aftermath
e679,.observability/snapshots/1778140214505-214bda21-6ab9-481b-95cb-01b56076769d-state.snapshot.before_turn.json,state_before_turn,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e680,.observability/snapshots/1778140214508-26734490-6204-454d-90ec-34fc08c7d717-messages.compact_boundary.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e681,.observability/snapshots/1778140214510-fd55fbea-45ea-4611-934c-59c33c513b12-messages.compact_boundary.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e682,.observability/snapshots/1778140214516-6d50dbc8-0ad2-4e2f-b75d-a5a3d863c0be-messages.tool_result_budget.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e683,.observability/snapshots/1778140214517-10c0b9e7-b757-4e61-969d-58311c31bfe3-messages.tool_result_budget.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e684,.observability/snapshots/1778140214523-85871c97-fb93-418c-9d22-da1b1a06a1d6-messages.history_snip.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e685,.observability/snapshots/1778140214524-b3dfa223-7b1f-4f06-82b8-1134bea41af7-messages.history_snip.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e686,.observability/snapshots/1778140214532-f729cde0-9f1a-4f3c-8109-b3af98e7a1ec-messages.microcompact.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e687,.observability/snapshots/1778140214535-cc5e73c9-d250-4c91-99d7-07640e5996f2-messages.microcompact.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e688,.observability/snapshots/1778140214542-e84236bd-3af5-4ca4-8618-713db9527167-messages.context_collapse.applied-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e689,.observability/snapshots/1778140214543-8c54e473-a6c4-4a4e-9f5e-ada1616bd2a1-messages.context_collapse.applied-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e690,.observability/snapshots/1778140214551-68877905-d62a-42c6-8699-9c9d4db9c4c0-messages.preprocess.completed-before.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e691,.observability/snapshots/1778140214553-5ff2bc8c-db36-44d8-b43b-b720ed19d301-messages.preprocess.completed-after.json,messages_stage,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,,messages-stage snapshot with tool_result history
e692,.observability/snapshots/1778140214565-7c7cc06f-539e-46a8-930c-612d025b165c-request.json,request,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,provider;querySource;model;systemPrompt;messages;thinkingConfig;toolNames,request
e693,.observability/snapshots/1778140225198-952f3b64-e978-44f2-ab63-9b4500ed905c-response.json,response,a88470ae-eb8f-4275-a414-81783f46558f,turn-13,querySource;model;assistantMessages;toolUseBlocks,response snapshot with assistant tool_use blocks
e694,.observability/snapshots/1778140269772-7aceb24c-588f-439a-9ce5-55cf1f78b41c-state-before.json,,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,messages_count;turn_count;transition,snapshot
e695,.observability/snapshots/1778140269772-c8c1a4cd-b436-499f-974f-a9a42f4bad4c-state-after.json,,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,messages_count;turn_count;transition,snapshot
e696,.observability/snapshots/1778140269781-ce1455a9-ad11-4268-89b9-e04e8e8e2758-state.snapshot.after_turn.json,state_after_turn,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-12,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,after-turn snapshot with state counters / tool aftermath
e697,.observability/snapshots/1778140269785-b8036b56-620e-44b0-ab0e-d21a618d7d47-state.snapshot.before_turn.json,state_before_turn,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e698,.observability/snapshots/1778140269787-9d154ed1-a952-45a3-a2ba-addb265aa310-messages.compact_boundary.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e699,.observability/snapshots/1778140269789-0dfee809-fcfc-407a-bfde-73719fc19890-messages.compact_boundary.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e700,.observability/snapshots/1778140269795-03c09885-bdc6-4f97-b8d1-f5ab75dd6638-messages.tool_result_budget.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e701,.observability/snapshots/1778140269796-c38c5155-8898-4c67-b63f-b00bb22f41b0-messages.tool_result_budget.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e702,.observability/snapshots/1778140269802-c277f373-c6a5-4d35-be79-bcf70d46d624-messages.history_snip.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e703,.observability/snapshots/1778140269804-f13cd114-6726-4ee5-b72f-aa02aa956a60-messages.history_snip.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e704,.observability/snapshots/1778140269809-81b1c509-9f50-4ffd-a8b5-0d30d9158176-messages.microcompact.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e705,.observability/snapshots/1778140269810-20690766-aee6-4ee4-baa2-83be46e5f63d-messages.microcompact.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e706,.observability/snapshots/1778140269817-b7d1063d-1392-4058-afb5-c33b475d1dde-messages.context_collapse.applied-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e707,.observability/snapshots/1778140269819-83306a7b-30d2-486a-9dcd-3826e6a44379-messages.context_collapse.applied-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e708,.observability/snapshots/1778140269827-2cc8fd06-ec21-4e27-bdb4-7d52e62ff528-messages.preprocess.completed-before.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e709,.observability/snapshots/1778140269828-11b24820-9fb4-4bb5-806c-9abf0e8b3bcf-messages.preprocess.completed-after.json,messages_stage,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,,messages-stage snapshot with tool_result history
e710,.observability/snapshots/1778140269837-5bea50af-b3c4-415b-8393-536b1f23523b-request.json,request,b4220edc-0c8a-49f3-bfbe-2ac7f4291fd1,turn-13,provider;querySource;model;systemPrompt;messages;thinkingConfig;toolNames,request
e711,.observability/snapshots/1778140271705-300fd6a4-dfa6-4d48-9733-882f8b81806a-state-before.json,,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,messages_count;turn_count;transition,snapshot
e712,.observability/snapshots/1778140271705-45590d92-05bf-4871-83a4-f97297125cbe-state-after.json,,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,messages_count;turn_count;transition,snapshot
e713,.observability/snapshots/1778140271714-53ed705d-0cde-4d24-983b-131f9170fff9-state.snapshot.after_turn.json,state_after_turn,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-14,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,after-turn snapshot with state counters / tool aftermath
e714,.observability/snapshots/1778140271717-88288d58-9d19-42de-80ec-2118d1915e2b-state.snapshot.before_turn.json,state_before_turn,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e715,.observability/snapshots/1778140271719-c1619a73-c609-462e-9f25-887327113bd2-messages.compact_boundary.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e716,.observability/snapshots/1778140271720-4070060d-200b-4f2a-ad84-4bad7b0d8b4a-messages.compact_boundary.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e717,.observability/snapshots/1778140271725-3944c849-da87-43fb-aa95-637bcf5bafbe-messages.tool_result_budget.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e718,.observability/snapshots/1778140271725-8574d38d-5abf-4a9d-98e0-aa3872d4e21f-messages.tool_result_budget.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e719,.observability/snapshots/1778140271730-25e849df-c3d9-41ca-943b-360ac3fa7c1e-messages.history_snip.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e720,.observability/snapshots/1778140271731-bfd3ef71-8d3c-4ba2-97f4-ca8407b35c62-messages.history_snip.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e721,.observability/snapshots/1778140271736-91f8cdf3-e06e-4c83-b708-0e3b27863aa1-messages.microcompact.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e722,.observability/snapshots/1778140271737-cdb736c3-d4a6-4b4f-b83f-fc94afd8c2c5-messages.microcompact.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e723,.observability/snapshots/1778140271741-06f6464f-9271-406e-89d4-3de405b843c4-messages.context_collapse.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e724,.observability/snapshots/1778140271743-84767726-b71d-416f-acb3-0c2ffb044e9b-messages.context_collapse.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e725,.observability/snapshots/1778140271750-0a94b38f-20a9-48f9-8630-84eda0b4fd3b-messages.preprocess.completed-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e726,.observability/snapshots/1778140271750-4dcd0132-f1d5-4461-a7de-0b5d1e9aebc4-messages.preprocess.completed-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,,messages-stage snapshot with tool_result history
e727,.observability/snapshots/1778140271758-5c8853e1-70f3-4508-b1fb-c319c2a59862-request.json,request,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,provider;querySource;model;systemPrompt;messages;thinkingConfig;toolNames,request
e728,.observability/snapshots/1778140282736-3c456bf9-40cb-4102-9219-fe7a5a2dddae-response.json,response,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,querySource;model;assistantMessages;toolUseBlocks,response snapshot with assistant tool_use blocks
e729,.observability/snapshots/1778140282875-4527f3e8-e012-4f54-a43e-5a6e7a316dd1-state-before.json,,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,messages_count;turn_count;transition,snapshot
e730,.observability/snapshots/1778140282876-26090803-4435-4b88-a8c1-2c4c79ced7c9-state-after.json,,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,messages_count;turn_count;transition,snapshot
e731,.observability/snapshots/1778140282881-9c090692-a3fa-49cf-977a-a8409f4331eb-state.snapshot.after_turn.json,state_after_turn,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-15,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,after-turn snapshot with state counters / tool aftermath
e732,.observability/snapshots/1778140282885-594eb994-c416-4f44-9ee7-18d7a641f76a-state.snapshot.before_turn.json,state_before_turn,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-16,messages_count;turn_count;transition;max_output_tokens_recovery_count;has_attempted_reactive_compact;max_output_tokens_override;stop_hook_active;auto_compact_tracking,before-turn snapshot
e733,.observability/snapshots/1778140282888-866bfef5-aa1d-4be4-9eef-8ed6c506a002-messages.compact_boundary.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-16,,messages-stage snapshot with tool_result history
e734,.observability/snapshots/1778140282890-412ef6cb-5738-454b-badb-9e57eb444d18-messages.compact_boundary.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-16,,messages-stage snapshot with tool_result history
e735,.observability/snapshots/1778140282896-940659bb-84c5-417c-bc47-9f4d69f26619-messages.tool_result_budget.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-16,,messages-stage snapshot with tool_result history
e736,.observability/snapshots/1778140282897-3d7c3661-487f-47b1-9f5b-f054e4fa3c03-messages.tool_result_budget.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-16,,messages-stage snapshot with tool_result history
e737,.observability/snapshots/1778140282903-5392f5e8-27a8-486e-a053-dc467d1524a0-messages.history_snip.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-16,,messages-stage snapshot with tool_result history
e738,.observability/snapshots/1778140282904-b940525b-8483-4bbb-b2c4-44b24cbeaa62-messages.history_snip.applied-after.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-16,,messages-stage snapshot with tool_result history
e739,.observability/snapshots/1778140282911-9c890366-3abb-4c62-87ce-7f14310e4b2f-messages.microcompact.applied-before.json,messages_stage,1683e4b0-01ef-4df9-a9d1-cc3baef3c277,turn-16,,messages-stage snapshot with tool_result history
